Title,authors,title,date,year,volume,page,endpage,DOI,citations,citations.yr,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ten simple rules for writing a career development award proposal,"Botham, Crystal M.; Arribere, Joshua A.; Brubaker, Sky W.; Beier, Kevin T.",PLOS COMPUTATIONAL BIOLOGY,DEC 2017,2017,13,,,10.1371/journal.pcbi.1005863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for international short-term research stays,"Forero, Diego A.; Lopez-Leon, Sandra; Patrinos, George P.",PLOS COMPUTATIONAL BIOLOGY,DEC 2017,2017,13,,,10.1371/journal.pcbi.1005832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules in considering a career in academia versus government,"Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,OCT 2017,2017,13,,,10.1371/journal.pcbi.1005729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for writing a response to reviewers,"Noble, William Stafford",PLOS COMPUTATIONAL BIOLOGY,OCT 2017,2017,13,,,10.1371/journal.pcbi.1005730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for developing a mentor-mentee expectations document,"Masters, Kristyn S.; Kreeger, Pamela K.",PLOS COMPUTATIONAL BIOLOGY,SEP 2017,2017,13,,,10.1371/journal.pcbi.1005709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for structuring papers,"Mensh, Brett; Kording, Konrad",PLOS COMPUTATIONAL BIOLOGY,SEP 2017,2017,13,,,10.1371/journal.pcbi.1005619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for successfully completing a graduate degree in Latin America,"Ruelas Inzunza, Ernesto; Salazar-Rivera, Gabriela I.; Lainez, Magdiel; Guadalupe Ruiz-Gomez, Maria; Dominguez-Eusebio, Carlo A.; Cristobal-Sanchez, Griselda; Faustino, Issaac A. Teodosio; Perez-Lopez, Edel; Campbell, Meagan L.; Vinicius Mertaf, Marcus; Latorre Beltran, Ivonne Tatiana; Armas, Fernanda; Mota-Vargas, Claudio",PLOS COMPUTATIONAL BIOLOGY,SEP 2017,2017,13,,,10.1371/journal.pcbi.1005682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for getting the most out of a summer laboratory internship,"Aicher, Toby P.; Barabasi, Daniel L.; Harris, Benjamin D.; Nadig, Ajay; Williams, Kaitlin L.",PLOS COMPUTATIONAL BIOLOGY,AUG 2017,2017,13,,,10.1371/journal.pcbi.1005606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules to initiate and run a postdoctoral association,"Bruckmann, Chiara; Sebestyen, Endre",PLOS COMPUTATIONAL BIOLOGY,AUG 2017,2017,13,,,10.1371/journal.pcbi.1005664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for surviving an interdisciplinary PhD,"Demharter, Samuel; Pearce, Nicholas; Beattie, Kylie; Frost, Isabel; Leem, Jinwoo; Martin, Alistair; Oppenheimer, Robert; Regep, Cristian; Rukat, Tammo; Skates, Alexander; Trendel, Nicola; Gavaghan, David J.; Deane, Charlotte M.; Knapp, Bernhard",PLOS COMPUTATIONAL BIOLOGY,MAY 2017,2017,13,,,10.1371/journal.pcbi.1005512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for making research software more robust,"Taschuk, Morgan; Wilson, Greg",PLOS COMPUTATIONAL BIOLOGY,APR 2017,2017,13,,,10.1371/journal.pcbi.1005412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for forming a scientific professional society,"Gaeta, Bruno A.; De las Rivas, Javier; Horton, Paul; Meysman, Pieter; Mulder, Nicola; Romano, Paolo; Welch, Lonnie",PLOS COMPUTATIONAL BIOLOGY,MAR 2017,2017,13,,,10.1371/journal.pcbi.1005226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for short and swift presentations,"Lortie, Christopher J.",PLOS COMPUTATIONAL BIOLOGY,MAR 2017,2017,13,,,10.1371/journal.pcbi.1005373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Simple Rules for Developing a Successful Research Proposal in Brazil,"de Oliveira, Dyoni M.; Buckeridge, Marcos S.; dos Santos, Wanderley D.",PLOS COMPUTATIONAL BIOLOGY,FEB 2017,2017,13,,,10.1371/journal.pcbi.1005289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Simple Rules on How to Organize a Scientific Retreat,"Ponomarenko, Julia; Garrido, Romina; Guigo, Roderic",PLOS COMPUTATIONAL BIOLOGY,FEB 2017,2017,13,,,10.1371/journal.pcbi.1005344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Simple Rules for Digital Data Storage,"Hart, Edmund M.; Barmby, Pauline; LeBauer, David; Michonneau, Francois; Mount, Sarah; Mulrooney, Patrick; Poisot, Timothee; Woo, Kara H.; Zimmerman, Naupaka B.; Hollister, Jeffrey W.",PLOS COMPUTATIONAL BIOLOGY,OCT 2016,2016,12,,,10.1371/journal.pcbi.1005097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Simple Rules for Writing a Reply Paper,"Simmons, Mark P.",PLoS Computational Biology,OCT 2015,2015,11,,,10.1371/journal.pcbi.1004536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ten Simple Rules for Lifelong Learning, According to Hamming","Erren, Thomas C.; Slanger, Tracy E.; Gross, J. Valerie; Bourne, Philip E.; Cullen, Paul",PLOS COMPUTATIONAL BIOLOGY,FEB 2015,2015,11,,,10.1371/journal.pcbi.1004020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Simple Rules for Approaching a New Job,"Bourne, Philip E.",PLOS COMPUTATIONAL BIOLOGY,JUN 2014,2014,10,,,10.1371/journal.pcbi.1003660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten simple rules for improving the supervision of medical students during their clerkships,"Simon, E. G.; Arthuis, C. J.; Marret, H.; Perrotin, F.",GYNECOLOGIE OBSTETRIQUE & FERTILITE,APR 2013,2013,41,215,217,10.1016/j.gyobfe.2013.02.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ten simple rules for selecting a postdoctoral position (vol 2, art. no. e121, 2006)","Bourne, Philip E.; Friedberg, Iddo",PLOS COMPUTATIONAL BIOLOGY,DEC 2006,2006,2,1663,1663,10.1371/journal.pcbi.0020181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
